,start_date,end_date,GEV,EVOEV,DEV,KEV,SEVTS,date
42,2018-05-22,2023-03-20,3.4438016679170205,4.16870084152335,0.768512932607791,0.1333401919958,-15.22254983435151,2023-03-20
43,2018-06-20,2023-04-18,3.4677634487213354,4.1960220028558295,0.7475875528553912,-0.023554400044110486,-15.319730003324532,2023-04-18
44,2018-07-19,2023-05-17,3.665196962509944,4.516305136711004,1.0173014938243856,0.516935744985415,-16.552281894934286,2023-05-17
45,2018-08-17,2023-06-15,3.410556895069898,4.238913725000099,0.8111082768405596,0.4593110650374624,-15.557099186368461,2023-06-15
46,2018-09-17,2023-07-14,3.388297876188582,4.215454643841062,0.745832846057812,0.25255326454345933,-15.467462879529641,2023-07-14
47,2018-10-16,2023-08-14,3.52776896498032,4.355692118092032,0.8965189381476675,0.4663841655965164,-15.967223632820819,2023-08-14
48,2018-11-14,2023-09-12,3.41784070519602,4.2730758620660225,0.8548910241100519,0.5483618757118326,-15.707663828078147,2023-09-12
49,2018-12-13,2023-10-11,3.39734501395825,4.22710644121766,0.7682977954566071,0.3251377824866052,-15.513223564312534,2023-10-11
50,2019-01-11,2023-11-09,3.366059317078535,4.185473610007932,0.7643608949917942,0.3601698043053731,-15.361340329366383,2023-11-09
51,2019-02-11,2023-12-08,3.376854461350119,4.165657882370352,0.7586874281032729,0.3261411950533881,-15.264713225768288,2023-12-08
